date,day_of_week,channel,spend,revenue,roas,impressions,clicks,conversions,new_customers,ctr,cpc,cpa,aov,source_row,record_id,expected_at_reported_roas,revenue_difference,explanation
2025-06-15,Sun,Email,35925.2,157381.12,4.38,128825,5900,109,54,4.58,6.09,329.59,1443.86,8966,2025-06-15|Email,157352.38,28.74,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-15,Sun,SMS,14633.37,83489.23,5.71,215286,7029,61,21,3.26,2.08,239.89,1368.68,8967,2025-06-15|SMS,83556.54,-67.31,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-15,Sun,Influencer,277638.45,336942.02,1.21,3210779,70744,473,293,2.2,3.92,586.97,712.35,8968,2025-06-15|Influencer,335942.52,999.50,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-15,Sun,Affiliate,378791.27,1440770.47,3.8,10757161,165592,2020,1555,1.54,2.29,187.52,713.25,8969,2025-06-15|Affiliate,1439406.83,1363.64,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-15,Sun,Organic Social,260680.93,596073.01,2.29,2928853,76417,929,613,2.61,3.41,280.6,641.63,8970,2025-06-15|Organic Social,596959.33,-886.32,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Meta Ads,152779.07,316802.68,2.07,2618866,133866,350,192,5.11,1.14,436.51,905.15,8971,2025-06-16|Meta Ads,316252.67,550.01,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Google Search,440097.59,774571.76,1.76,2513312,71778,733,469,2.86,6.13,600.41,1056.71,8972,2025-06-16|Google Search,774571.76,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Google Display,416820.21,434826.84,1.04,2770350,137546,782,492,4.96,3.03,533.02,556.04,8973,2025-06-16|Google Display,433493.02,1333.82,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,YouTube,236227.81,151185.8,0.64,3700934,191572,78,56,5.18,1.23,3028.56,1938.28,8974,2025-06-16|YouTube,151185.80,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Instagram Reels,155589.33,161315.02,1.04,702395,30562,104,49,4.35,5.09,1496.05,1551.11,8975,2025-06-16|Instagram Reels,161812.90,-497.88,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Email,55037.47,191618.46,3.48,202199,6216,122,62,3.07,8.85,451.13,1570.64,8976,2025-06-16|Email,191530.40,88.06,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,SMS,8143.73,31793.12,3.9,105341,3551,19,14,3.37,2.29,428.62,1673.32,8977,2025-06-16|SMS,31760.55,32.57,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Influencer,54038.35,54989.42,1.02,668950,16756,44,13,2.5,3.23,1228.14,1249.76,8978,2025-06-16|Influencer,55119.12,-129.70,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Affiliate,480616.01,1962451.29,4.08,13425434,680978,3037,1154,5.07,0.71,158.25,646.18,8979,2025-06-16|Affiliate,1960913.32,1537.97,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-16,Mon,Organic Social,397750.02,766225.64,1.93,9118492,74865,1423,554,0.82,5.31,279.52,538.46,8980,2025-06-16|Organic Social,767657.54,-1431.90,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Meta Ads,136318.22,361079.7,2.65,733891,35544,180,115,4.84,3.84,757.32,2006,8981,2025-06-17|Meta Ads,361243.28,-163.58,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Google Search,106658.11,339183.46,3.18,1612520,61057,198,67,3.79,1.75,538.68,1713.05,8982,2025-06-17|Google Search,339172.79,10.67,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Google Display,291912.28,343901.86,1.18,963508,13780,193,117,1.43,21.18,1512.5,1781.87,8983,2025-06-17|Google Display,344456.49,-554.63,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,YouTube,174153.88,233331.37,1.34,3522801,50643,374,112,1.44,3.44,465.65,623.88,8984,2025-06-17|YouTube,233366.20,-34.83,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Instagram Reels,436412.1,1478564.19,3.39,11020862,231201,897,457,2.1,1.89,486.52,1648.34,8985,2025-06-17|Instagram Reels,1479437.02,-872.83,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Email,36136.11,215920.48,5.98,717606,5713,301,162,0.8,6.33,120.05,717.34,8986,2025-06-17|Email,216093.94,-173.46,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,SMS,16787.31,55841.31,3.33,143973,2216,46,20,1.54,7.58,364.94,1213.94,8987,2025-06-17|SMS,55901.74,-60.43,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Influencer,251299.51,791417.55,3.15,6170492,89809,488,273,1.46,2.8,514.96,1621.76,8988,2025-06-17|Influencer,791593.46,-175.91,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Affiliate,54944.9,263153.1,4.79,941564,41763,290,133,4.44,1.32,189.47,907.42,8989,2025-06-17|Affiliate,263186.07,-32.97,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-17,Tue,Organic Social,277964.85,532942.01,1.92,6028264,163865,344,233,2.72,1.7,808.04,1549.25,8990,2025-06-17|Organic Social,533692.51,-750.50,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Meta Ads,228820.51,418741.53,1.83,894102,47075,676,310,5.27,4.86,338.49,619.44,8991,2025-06-18|Meta Ads,418741.53,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Google Search,473984.82,1223023.03,2.58,1892653,26830,1946,720,1.42,17.67,243.57,628.48,8992,2025-06-18|Google Search,1222880.84,142.19,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Google Display,27963.83,26610.38,0.95,167376,4608,13,10,2.75,6.07,2151.06,2046.95,8993,2025-06-18|Google Display,26565.64,44.74,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,YouTube,254539.46,386619.99,1.52,6182045,328071,217,121,5.31,0.78,1172.99,1781.66,8994,2025-06-18|YouTube,386899.98,-279.99,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Instagram Reels,405853.03,651110.02,1.6,4338853,97915,783,422,2.26,4.14,518.33,831.56,8995,2025-06-18|Instagram Reels,649364.85,1745.17,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Email,11516.2,46785.71,4.06,58005,3243,63,31,5.59,3.55,182.8,742.63,8996,2025-06-18|Email,46755.77,29.94,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,SMS,10955.39,45977.58,4.2,170153,6464,26,13,3.8,1.69,421.36,1768.37,8997,2025-06-18|SMS,46012.64,-35.06,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Influencer,39834.7,101084.53,2.54,1185079,27007,153,97,2.28,1.47,260.36,660.68,8998,2025-06-18|Influencer,101180.14,-95.61,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Affiliate,298694.79,1259028.41,4.22,8827464,62136,2017,847,0.7,4.81,148.09,624.21,8999,2025-06-18|Affiliate,1260492.01,-1463.60,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-18,Wed,Organic Social,178240.03,266379.72,1.49,4724935,235011,316,139,4.97,0.76,564.05,842.97,9000,2025-06-18|Organic Social,265577.64,802.08,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Meta Ads,490815.94,311569.96,0.63,4792645,253237,208,153,5.28,1.94,2359.69,1497.93,9001,2025-06-19|Meta Ads,309214.04,2355.92,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Google Search,282515.96,803136.37,2.84,4897951,147458,412,173,3.01,1.92,685.72,1949.36,9002,2025-06-19|Google Search,802345.33,791.04,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Google Display,203525.55,206435.97,1.01,1152686,8411,268,179,0.73,24.2,759.42,770.28,9003,2025-06-19|Google Display,205560.81,875.16,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,YouTube,489214.81,881026.95,1.8,10434833,588286,462,286,5.64,0.83,1058.91,1906.98,9004,2025-06-19|YouTube,880586.66,440.29,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Instagram Reels,315049.16,497809.18,1.58,5748144,304804,880,369,5.3,1.03,358.01,565.69,9005,2025-06-19|Instagram Reels,497777.67,31.51,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Email,45731.22,289039.6,6.32,1104408,34685,266,127,3.14,1.32,171.92,1086.62,9006,2025-06-19|Email,289021.31,18.29,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,SMS,22445.11,57457.24,2.56,181005,5773,87,33,3.19,3.89,257.99,660.43,9007,2025-06-19|SMS,57459.48,-2.24,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Influencer,355201.49,865164.27,2.44,7825933,169365,813,325,2.16,2.1,436.9,1064.16,9008,2025-06-19|Influencer,866691.64,-1527.37,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Affiliate,293864.99,1409229.56,4.8,2653781,151578,1493,1179,5.71,1.94,196.83,943.89,9009,2025-06-19|Affiliate,1410551.95,-1322.39,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-19,Thu,Organic Social,239917.65,519805.58,2.17,3233083,193260,390,273,5.98,1.24,615.17,1332.83,9010,2025-06-19|Organic Social,520621.30,-815.72,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Meta Ads,57402.68,106619.74,1.86,655465,21197,106,84,3.23,2.71,541.53,1005.85,9011,2025-06-20|Meta Ads,106768.98,-149.24,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Google Search,13573.93,28024.74,2.06,112461,6064,17,9,5.39,2.24,798.47,1648.51,9012,2025-06-20|Google Search,27962.30,62.44,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Google Display,43604.11,52272.61,1.2,770425,44530,42,14,5.78,0.98,1038.19,1244.59,9013,2025-06-20|Google Display,52324.93,-52.32,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,YouTube,495615.36,458444.21,0.93,6265471,322076,374,190,5.14,1.54,1325.17,1225.79,9014,2025-06-20|YouTube,460922.28,-2478.07,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Instagram Reels,168791.15,296025.92,1.75,2607531,130384,463,231,5,1.29,364.56,639.36,9015,2025-06-20|Instagram Reels,295384.51,641.41,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Email,26392.08,210144.3,7.96,712178,40188,308,169,5.64,0.66,85.69,682.29,9016,2025-06-20|Email,210080.96,63.34,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,SMS,9078.33,34060.08,3.75,125798,3089,25,19,2.46,2.94,363.13,1362.4,9017,2025-06-20|SMS,34043.74,16.34,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Influencer,451200.94,617694.09,1.37,5567166,51260,364,287,0.92,8.8,1239.56,1696.96,9018,2025-06-20|Influencer,618145.29,-451.20,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Affiliate,381238.92,1571390.58,4.12,4517435,161858,819,319,3.58,2.36,465.49,1918.67,9019,2025-06-20|Affiliate,1570704.35,686.23,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-20,Fri,Organic Social,270603.68,548676.02,2.03,7502115,449956,974,633,6,0.6,277.83,563.32,9020,2025-06-20|Organic Social,549325.47,-649.45,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Meta Ads,181178.34,502769.89,2.77,1896906,96157,382,259,5.07,1.88,474.29,1316.15,9021,2025-06-21|Meta Ads,501864.00,905.89,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Google Search,57141.29,87529.03,1.53,516871,8736,94,70,1.69,6.54,607.89,931.16,9022,2025-06-21|Google Search,87426.17,102.86,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Google Display,290970.83,340203.09,1.17,1392335,23592,509,305,1.69,12.33,571.65,668.38,9023,2025-06-21|Google Display,340435.87,-232.78,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,YouTube,45582.44,95458.75,2.09,361009,12864,80,34,3.56,3.54,569.78,1193.23,9024,2025-06-21|YouTube,95267.30,191.45,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Instagram Reels,62969.21,106241.65,1.69,398775,16281,79,59,4.08,3.87,797.08,1344.83,9025,2025-06-21|Instagram Reels,106417.96,-176.31,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Email,44633.71,315426.43,7.07,458648,4026,174,57,0.88,11.09,256.52,1812.8,9026,2025-06-21|Email,315560.33,-133.90,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,SMS,13081.06,54498.31,4.17,164253,7855,40,14,4.78,1.67,327.03,1362.46,9027,2025-06-21|SMS,54548.02,-49.71,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Influencer,462434.64,1139531.44,2.46,2037414,22830,1208,736,1.12,20.26,382.81,943.32,9028,2025-06-21|Influencer,1137589.21,1942.23,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Affiliate,90879.71,449236.58,4.94,326502,18458,271,146,5.65,4.92,335.35,1657.7,9029,2025-06-21|Affiliate,448945.77,290.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-21,Sat,Organic Social,418945.2,1739209.1,4.15,5495847,164110,3459,2628,2.99,2.55,121.12,502.81,9030,2025-06-21|Organic Social,1738622.58,586.52,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Meta Ads,296984.9,798295.41,2.69,1022897,36225,907,598,3.54,8.2,327.44,880.15,9031,2025-06-22|Meta Ads,798889.38,-593.97,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Google Search,188201.48,264799.48,1.41,2662864,20918,186,130,0.79,9,1011.84,1423.65,9032,2025-06-22|Google Search,265364.09,-564.61,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Google Display,356295.84,399051.34,1.12,5421556,179596,210,79,3.31,1.98,1696.65,1900.24,9033,2025-06-22|Google Display,399051.34,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,YouTube,57371.77,56625.94,0.99,971358,45251,31,17,4.66,1.27,1850.7,1826.64,9034,2025-06-22|YouTube,56798.05,-172.11,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Instagram Reels,481647.5,1382328.32,2.87,5227121,51968,1689,726,0.99,9.27,285.17,818.43,9035,2025-06-22|Instagram Reels,1382328.33,-0.01,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Email,13212.3,67052.42,5.07,42631,478,67,50,1.12,27.64,197.2,1000.78,9036,2025-06-22|Email,66986.36,66.06,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,SMS,25019.75,95100.07,3.8,82453,4787,178,105,5.81,5.23,140.56,534.27,9037,2025-06-22|SMS,95075.05,25.02,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Influencer,317696.59,453670.73,1.43,9435061,162795,289,213,1.73,1.95,1099.3,1569.79,9038,2025-06-22|Influencer,454306.12,-635.39,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Affiliate,110051.67,500735.1,4.55,3256439,166588,373,130,5.12,0.66,295.04,1342.45,9039,2025-06-22|Affiliate,500735.10,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-22,Sun,Organic Social,484154.54,2019892.74,4.17,10328777,250364,2274,727,2.42,1.93,212.91,888.26,9040,2025-06-22|Organic Social,2018924.43,968.31,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Meta Ads,335518.99,208021.77,0.62,6599648,304649,264,200,4.62,1.1,1270.91,787.96,9041,2025-06-23|Meta Ads,208021.77,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Google Search,481336.89,984815.28,2.05,6809922,177248,596,250,2.6,2.72,807.61,1652.37,9042,2025-06-23|Google Search,986740.62,-1925.34,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Google Display,222305.85,130938.15,0.59,1749217,62834,66,29,3.59,3.54,3368.27,1983.91,9043,2025-06-23|Google Display,131160.45,-222.30,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,YouTube,262596.24,262123.57,1,3119242,133105,131,75,4.27,1.97,2004.55,2000.94,9044,2025-06-23|YouTube,262596.24,-472.67,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Instagram Reels,466925.71,442925.73,0.95,9782122,361197,373,264,3.69,1.29,1251.81,1187.47,9045,2025-06-23|Instagram Reels,443579.42,-653.69,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Email,48748.9,327933.85,6.73,914463,27642,294,196,3.02,1.76,165.81,1115.42,9046,2025-06-23|Email,328080.10,-146.25,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,SMS,35843.91,94004.24,2.62,1025426,36470,84,31,3.56,0.98,426.71,1119.1,9047,2025-06-23|SMS,93911.04,93.20,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Influencer,380098.88,1124104.43,2.96,7106773,112727,1268,824,1.59,3.37,299.76,886.52,9048,2025-06-23|Influencer,1125092.68,-988.25,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Affiliate,151971.93,364641.45,2.4,4200250,230291,311,214,5.48,0.66,488.66,1172.48,9049,2025-06-23|Affiliate,364732.63,-91.18,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-23,Mon,Organic Social,131020.77,438657.54,3.35,2784210,71482,299,209,2.57,1.83,438.2,1467.08,9050,2025-06-23|Organic Social,438919.58,-262.04,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Meta Ads,320942.31,222413.02,0.69,3933659,32292,142,45,0.82,9.94,2260.16,1566.29,9051,2025-06-24|Meta Ads,221450.19,962.83,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Google Search,378206.49,1048388.39,2.77,10456955,294728,570,182,2.82,1.28,663.52,1839.28,9052,2025-06-24|Google Search,1047631.98,756.41,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Google Display,146800.63,140488.2,0.96,4090320,204622,236,143,5,0.72,622.04,595.29,9053,2025-06-24|Google Display,140928.60,-440.40,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,YouTube,16976.29,25433.88,1.5,196836,2282,13,6,1.16,7.44,1305.87,1956.45,9054,2025-06-24|YouTube,25464.44,-30.56,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Instagram Reels,228865.52,238660.96,1.04,4088966,236395,150,49,5.78,0.97,1525.77,1591.07,9055,2025-06-24|Instagram Reels,238020.14,640.82,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Email,5470.14,27004.99,4.94,139299,2550,13,6,1.83,2.15,420.78,2077.31,9056,2025-06-24|Email,27022.49,-17.50,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,SMS,14203.58,54371.3,3.83,321577,17263,28,15,5.37,0.82,507.27,1941.83,9057,2025-06-24|SMS,54399.71,-28.41,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Influencer,224833.8,292328.91,1.3,4310565,238060,220,88,5.52,0.94,1021.97,1328.77,9058,2025-06-24|Influencer,292283.94,44.97,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Affiliate,360399.76,787329.32,2.18,2743951,149685,470,206,5.46,2.41,766.81,1675.17,9059,2025-06-24|Affiliate,785671.48,1657.84,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-24,Tue,Organic Social,316952.89,1173549.77,3.7,3392568,93619,690,510,2.76,3.39,459.35,1700.8,9060,2025-06-24|Organic Social,1172725.69,824.08,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-25,Wed,Meta Ads,352644.29,309551.16,0.88,8691698,515857,236,108,5.94,0.68,1494.26,1311.66,9061,2025-06-25|Meta Ads,310326.98,-775.82,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-25,Wed,Google Search,459972.08,1451119.92,3.15,4476627,216322,1016,619,4.83,2.13,452.73,1428.27,9062,2025-06-25|Google Search,1448912.05,2207.87,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2025-06-25,Wed,Google Display,480882.45,583983.65,1.21,2897379,28553,396,166,0.99,16.84,1214.35,1474.71,9063,2025-06-25|Google Display,581867.76,2115.89,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
